ID,ESTACAO_IDA,ESTACAO_CHEGADA,DATA_VIAGEM,HORARIO_SAIDA,HORARIO_CHEGADA,TEMPO_ESPERADO_DA_VIAGEM,ATRASO,QTD_PASSAGEIROS,PCT_PRIMEIRA_CLASSE,PCT_COMPRAS_ANTECIPADAS,PRECO_MEDIO,PCT_PEDIDOS_REEMBOLSO,MOTIVO_ATRASO
208,Liverpool Lime Street,London Euston,2024-02-03,08:00:00,10:15:00,135,42,11,27.3,54.5,106.2,0.0,Weather
209,Liverpool Lime Street,London Euston,2024-02-03,17:30:00,19:45:00,135,10,1,0.0,0.0,76.0,100.0,Technical Issue
210,Liverpool Lime Street,London Euston,2024-02-04,09:30:00,11:45:00,135,16,1,0.0,100.0,50.0,100.0,Traffic
211,Liverpool Lime Street,London Euston,2024-02-05,08:00:00,10:15:00,135,23,4,0.0,25.0,132.2,0.0,Weather
212,Liverpool Lime Street,London Euston,2024-02-05,17:30:00,19:45:00,135,19,2,50.0,50.0,89.5,100.0,Technical Issue
213,Liverpool Lime Street,London Euston,2024-02-06,08:00:00,10:15:00,135,47,7,0.0,14.3,140.3,0.0,Weather
214,Liverpool Lime Street,London Euston,2024-02-06,09:30:00,11:45:00,135,9,1,0.0,100.0,50.0,100.0,Traffic
215,Liverpool Lime Street,London Euston,2024-02-07,08:00:00,10:15:00,135,58,5,0.0,40.0,121.0,0.0,Weather
216,Liverpool Lime Street,London Euston,2024-02-07,09:30:00,11:45:00,135,2,1,0.0,100.0,50.0,100.0,Traffic
217,Liverpool Lime Street,London Euston,2024-02-07,17:30:00,19:45:00,135,11,2,0.0,50.0,75.5,100.0,Technical Issue
218,Liverpool Lime Street,London Euston,2024-02-08,08:00:00,10:15:00,135,34,7,0.0,85.7,86.7,0.0,Weather
219,Liverpool Lime Street,London Euston,2024-02-08,17:30:00,19:45:00,135,21,1,0.0,100.0,50.0,100.0,Technical Issue
220,Liverpool Lime Street,London Euston,2024-02-09,08:00:00,10:15:00,135,30,9,0.0,88.9,84.3,0.0,Weather
221,Liverpool Lime Street,London Euston,2024-02-09,15:30:00,17:45:00,135,4,1,0.0,100.0,76.0,100.0,Staffing
222,Liverpool Lime Street,London Euston,2024-02-10,08:00:00,10:15:00,135,58,7,0.0,71.4,86.6,0.0,Staffing
223,Liverpool Lime Street,London Euston,2024-02-10,09:30:00,11:45:00,135,2,1,0.0,100.0,50.0,100.0,Traffic
224,Liverpool Lime Street,London Euston,2024-02-10,17:30:00,19:45:00,135,13,3,0.0,33.3,67.3,66.7,Technical Issue
225,Liverpool Lime Street,London Euston,2024-02-11,17:30:00,19:45:00,135,13,2,0.0,50.0,63.0,100.0,Technical Issue
226,Liverpool Lime Street,London Euston,2024-02-12,17:30:00,19:45:00,135,18,2,0.0,50.0,75.5,100.0,Technical Issue
227,Liverpool Lime Street,London Euston,2024-02-13,08:00:00,10:15:00,135,49,10,0.0,50.0,113.5,0.0,Weather Conditions
228,Liverpool Lime Street,London Euston,2024-02-13,17:30:00,19:45:00,135,28,3,0.0,33.3,84.0,100.0,Technical Issue
229,Liverpool Lime Street,London Euston,2024-02-14,08:00:00,10:15:00,135,21,7,14.3,57.1,114.1,0.0,Weather
230,Liverpool Lime Street,London Euston,2024-02-14,09:30:00,11:45:00,135,29,1,0.0,0.0,76.0,100.0,Traffic
231,Liverpool Lime Street,London Euston,2024-02-14,17:30:00,19:45:00,135,27,2,0.0,100.0,50.0,100.0,Technical Issue
232,Liverpool Lime Street,London Euston,2024-02-15,08:00:00,10:15:00,135,15,8,0.0,62.5,104.1,0.0,Weather
233,Liverpool Lime Street,London Euston,2024-02-16,08:00:00,10:15:00,135,57,6,0.0,83.3,88.5,0.0,Weather
234,Liverpool Lime Street,London Euston,2024-02-16,09:30:00,11:45:00,135,8,1,0.0,100.0,50.0,100.0,Traffic
235,Liverpool Lime Street,London Euston,2024-02-17,17:30:00,19:45:00,135,12,1,0.0,100.0,50.0,100.0,Technical Issue
236,Liverpool Lime Street,London Euston,2024-02-18,09:30:00,11:45:00,135,13,1,0.0,100.0,50.0,100.0,Traffic
237,Liverpool Lime Street,London Euston,2024-02-18,17:30:00,19:45:00,135,12,1,0.0,100.0,50.0,100.0,Technical Issue
238,Liverpool Lime Street,London Euston,2024-02-19,08:00:00,10:15:00,135,60,4,50.0,100.0,97.0,0.0,Staffing
239,Liverpool Lime Street,London Euston,2024-02-19,17:30:00,19:45:00,135,14,1,0.0,100.0,50.0,100.0,Technical Issue
240,Liverpool Lime Street,London Euston,2024-02-20,08:00:00,10:15:00,135,46,4,0.0,75.0,94.8,0.0,Weather
241,Liverpool Lime Street,London Euston,2024-02-20,17:30:00,19:45:00,135,2,2,0.0,100.0,50.0,50.0,Technical Issue
242,Liverpool Lime Street,London Euston,2024-02-21,08:00:00,10:15:00,135,52,10,10.0,90.0,87.7,0.0,Weather
243,Liverpool Lime Street,London Euston,2024-02-21,17:30:00,19:45:00,135,2,1,0.0,100.0,50.0,100.0,Technical Issue
244,Liverpool Lime Street,London Euston,2024-02-22,08:00:00,10:15:00,135,45,11,0.0,63.6,103.3,0.0,Weather
245,Liverpool Lime Street,London Euston,2024-02-22,17:30:00,19:45:00,135,25,2,0.0,100.0,50.0,100.0,Technical Issue
246,Liverpool Lime Street,London Euston,2024-02-23,08:00:00,10:15:00,135,54,5,0.0,100.0,76.0,0.0,Weather
247,Liverpool Lime Street,London Euston,2024-02-23,17:30:00,19:45:00,135,18,1,100.0,100.0,78.0,100.0,Technical Issue
248,Liverpool Lime Street,London Euston,2024-02-25,08:00:00,10:15:00,135,55,5,20.0,100.0,84.4,0.0,Weather
249,Liverpool Lime Street,London Euston,2024-02-26,17:30:00,19:45:00,135,19,2,0.0,100.0,50.0,100.0,Technical Issue
250,Liverpool Lime Street,London Euston,2024-02-27,08:00:00,10:15:00,135,51,6,0.0,83.3,88.5,0.0,Weather
251,Liverpool Lime Street,London Euston,2024-02-27,09:30:00,11:45:00,135,20,1,0.0,100.0,50.0,100.0,Traffic
252,Liverpool Lime Street,London Euston,2024-02-27,17:30:00,19:45:00,135,23,2,0.0,50.0,75.5,100.0,Technical Issue
253,Liverpool Lime Street,London Euston,2024-02-28,08:00:00,10:15:00,135,31,7,28.6,100.0,88.0,0.0,Weather
254,Liverpool Lime Street,London Euston,2024-02-29,08:00:00,10:15:00,135,29,6,16.7,100.0,83.0,0.0,Weather Conditions
255,Liverpool Lime Street,London Euston,2024-03-01,17:30:00,19:45:00,135,18,1,0.0,0.0,101.0,100.0,Technical Issue
256,Liverpool Lime Street,London Euston,2024-03-02,08:00:00,10:15:00,135,52,9,0.0,22.2,104.8,0.0,Weather
257,Liverpool Lime Street,London Euston,2024-03-02,09:30:00,11:45:00,135,4,1,0.0,0.0,76.0,100.0,Traffic
258,Liverpool Lime Street,London Euston,2024-03-03,08:00:00,10:15:00,135,37,5,20.0,80.0,91.8,0.0,Weather Conditions
259,Liverpool Lime Street,London Euston,2024-03-03,15:30:00,17:45:00,135,18,1,0.0,0.0,113.0,100.0,Staffing
260,Liverpool Lime Street,London Euston,2024-03-03,17:30:00,19:45:00,135,7,2,0.0,50.0,63.0,50.0,Technical Issue
261,Liverpool Lime Street,London Euston,2024-03-04,08:00:00,10:15:00,135,41,11,0.0,54.5,110.1,0.0,Weather
262,Liverpool Lime Street,London Euston,2024-03-04,17:30:00,19:45:00,135,28,1,0.0,100.0,50.0,100.0,Technical Issue
264,Liverpool Lime Street,London Euston,2024-03-06,08:00:00,10:15:00,135,36,9,22.2,44.4,131.7,0.0,Weather
265,Liverpool Lime Street,London Euston,2024-03-06,17:30:00,19:45:00,135,5,1,0.0,0.0,101.0,100.0,Technical Issue
266,Liverpool Lime Street,London Euston,2024-03-07,08:00:00,10:15:00,135,43,6,0.0,83.3,88.5,0.0,Weather
267,Liverpool Lime Street,London Euston,2024-03-08,08:00:00,10:15:00,135,48,12,25.0,50.0,131.0,0.0,Staffing
268,Liverpool Lime Street,London Euston,2024-03-08,09:30:00,11:45:00,135,9,1,100.0,100.0,78.0,100.0,Traffic
269,Liverpool Lime Street,London Euston,2024-03-09,08:00:00,10:15:00,135,38,8,0.0,75.0,85.2,0.0,Technical Issue
270,Liverpool Lime Street,London Euston,2024-03-09,09:30:00,11:45:00,135,23,2,0.0,50.0,63.0,100.0,Traffic
271,Liverpool Lime Street,London Euston,2024-03-09,17:30:00,19:45:00,135,16,1,0.0,100.0,50.0,100.0,Technical Issue
272,Liverpool Lime Street,London Euston,2024-03-11,08:00:00,10:15:00,135,48,7,0.0,42.9,118.9,0.0,Weather
273,Liverpool Lime Street,London Euston,2024-03-11,09:30:00,11:45:00,135,28,1,0.0,100.0,50.0,100.0,Traffic
274,Liverpool Lime Street,London Euston,2024-03-11,17:30:00,19:45:00,135,28,3,33.3,33.3,102.7,66.7,Technical Issue
275,Liverpool Lime Street,London Euston,2024-03-12,08:00:00,10:15:00,135,47,8,0.0,75.0,94.8,0.0,Traffic
276,Liverpool Lime Street,London Euston,2024-03-13,08:00:00,10:15:00,135,37,8,25.0,50.0,124.0,0.0,Signal failure
278,Liverpool Lime Street,London Euston,2024-03-14,08:00:00,10:15:00,135,34,6,16.7,50.0,120.5,0.0,Weather
279,Liverpool Lime Street,London Euston,2024-03-14,15:30:00,17:45:00,135,4,1,0.0,100.0,76.0,100.0,Staffing
280,Liverpool Lime Street,London Euston,2024-03-14,17:30:00,19:45:00,135,12,1,0.0,0.0,101.0,100.0,Technical Issue
281,Liverpool Lime Street,London Euston,2024-03-15,08:00:00,10:15:00,135,43,8,12.5,37.5,133.4,0.0,Weather
282,Liverpool Lime Street,London Euston,2024-03-15,17:30:00,19:45:00,135,14,2,0.0,50.0,75.5,50.0,Technical Issue
283,Liverpool Lime Street,London Euston,2024-03-16,08:00:00,10:15:00,135,32,10,20.0,60.0,101.3,0.0,Weather
284,Liverpool Lime Street,London Euston,2024-03-16,17:30:00,19:45:00,135,10,1,0.0,0.0,76.0,100.0,Technical Issue
285,Liverpool Lime Street,London Euston,2024-03-17,08:00:00,10:15:00,135,14,5,40.0,60.0,107.6,0.0,Weather
286,Liverpool Lime Street,London Euston,2024-03-17,09:30:00,11:45:00,135,9,1,0.0,100.0,50.0,100.0,Traffic
287,Liverpool Lime Street,London Euston,2024-03-17,15:30:00,17:45:00,135,29,1,0.0,0.0,113.0,100.0,Staffing
288,Liverpool Lime Street,London Euston,2024-03-17,17:30:00,19:45:00,135,21,2,0.0,50.0,63.0,100.0,Technical Issue
289,Liverpool Lime Street,London Euston,2024-03-18,08:00:00,10:15:00,135,48,7,0.0,14.3,140.3,0.0,Weather
290,Liverpool Lime Street,London Euston,2024-03-18,17:30:00,19:45:00,135,20,4,0.0,50.0,75.5,75.0,Technical Issue
291,Liverpool Lime Street,London Euston,2024-03-19,08:00:00,10:15:00,135,21,6,0.0,83.3,88.5,0.0,Weather
292,Liverpool Lime Street,London Euston,2024-03-19,17:30:00,19:45:00,135,2,1,0.0,100.0,50.0,100.0,Technical Issue
293,Liverpool Lime Street,London Euston,2024-03-20,17:30:00,19:45:00,135,30,2,50.0,50.0,103.5,100.0,Technical Issue
294,Liverpool Lime Street,London Euston,2024-03-21,08:00:00,10:15:00,135,33,8,12.5,37.5,133.4,0.0,Weather
295,Liverpool Lime Street,London Euston,2024-03-21,09:30:00,11:45:00,135,13,1,0.0,100.0,50.0,100.0,Traffic
296,Liverpool Lime Street,London Euston,2024-03-22,08:00:00,10:15:00,135,39,5,20.0,60.0,114.4,0.0,Weather
297,Liverpool Lime Street,London Euston,2024-03-22,17:30:00,19:45:00,135,13,2,50.0,50.0,103.5,100.0,Technical Issue
298,Liverpool Lime Street,London Euston,2024-03-23,17:30:00,19:45:00,135,20,3,0.0,66.7,58.7,100.0,Technical Issue
299,Liverpool Lime Street,London Euston,2024-03-24,08:00:00,10:15:00,135,44,9,0.0,77.8,84.2,0.0,Weather
300,Liverpool Lime Street,London Euston,2024-03-25,08:00:00,10:15:00,135,54,10,40.0,30.0,149.5,0.0,Weather
301,Liverpool Lime Street,London Euston,2024-03-25,17:30:00,19:45:00,135,10,1,0.0,100.0,50.0,100.0,Technical Issue
302,Liverpool Lime Street,London Euston,2024-03-26,08:00:00,10:15:00,135,23,2,0.0,50.0,113.5,0.0,Weather
303,Liverpool Lime Street,London Euston,2024-03-26,17:30:00,19:45:00,135,4,2,50.0,50.0,89.5,100.0,Technical Issue
304,Liverpool Lime Street,London Euston,2024-03-27,08:00:00,10:15:00,135,50,2,0.0,50.0,113.5,0.0,Weather
305,Liverpool Lime Street,London Euston,2024-03-29,08:00:00,10:15:00,135,58,9,0.0,55.6,109.3,0.0,Weather
306,Liverpool Lime Street,London Euston,2024-03-29,15:30:00,17:45:00,135,2,1,0.0,100.0,76.0,100.0,Staffing
307,Liverpool Lime Street,London Euston,2024-03-29,17:30:00,19:45:00,135,16,1,0.0,0.0,101.0,100.0,Technical Issue
308,Liverpool Lime Street,London Euston,2024-03-30,08:00:00,10:15:00,135,41,4,0.0,25.0,103.8,0.0,Weather
309,Liverpool Lime Street,London Euston,2024-03-30,17:30:00,19:45:00,135,14,1,0.0,0.0,76.0,100.0,Technical Issue
310,Liverpool Lime Street,London Euston,2024-03-31,08:00:00,10:15:00,135,34,5,0.0,0.0,113.0,0.0,Weather
311,Liverpool Lime Street,London Euston,2024-04-02,15:30:00,17:45:00,135,10,1,0.0,0.0,113.0,100.0,Staffing
312,Liverpool Lime Street,London Euston,2024-04-03,08:00:00,10:15:00,135,45,10,0.0,80.0,91.0,0.0,Weather
313,Liverpool Lime Street,London Euston,2024-04-04,08:00:00,10:15:00,135,50,9,11.1,77.8,97.3,0.0,Weather
314,Liverpool Lime Street,London Euston,2024-04-05,08:00:00,10:15:00,135,56,9,22.2,33.3,144.7,0.0,Weather
315,Liverpool Lime Street,London Euston,2024-04-05,09:30:00,11:45:00,135,1,1,0.0,0.0,76.0,100.0,Traffic
316,Liverpool Lime Street,London Euston,2024-04-05,17:30:00,19:45:00,135,25,3,0.0,66.7,67.0,100.0,Technical Issue
317,Liverpool Lime Street,London Euston,2024-04-06,17:30:00,19:45:00,135,7,1,0.0,100.0,50.0,100.0,Technical Issue
318,Liverpool Lime Street,London Euston,2024-04-07,17:30:00,19:45:00,135,30,2,0.0,100.0,50.0,100.0,Technical Issue
319,Liverpool Lime Street,London Euston,2024-04-08,08:00:00,10:15:00,135,43,8,0.0,50.0,113.5,0.0,Weather
321,Liverpool Lime Street,London Euston,2024-04-09,08:00:00,10:15:00,135,12,10,10.0,70.0,102.7,0.0,Weather
322,Liverpool Lime Street,London Euston,2024-04-09,17:30:00,19:45:00,135,22,2,0.0,0.0,101.0,100.0,Technical Issue
323,Liverpool Lime Street,London Euston,2024-04-11,08:00:00,10:15:00,135,13,9,11.1,11.1,152.0,0.0,Weather
324,Liverpool Lime Street,London Euston,2024-04-11,17:30:00,19:45:00,135,20,3,33.3,33.3,93.3,33.3,Technical Issue
325,Liverpool Lime Street,London Euston,2024-04-12,08:00:00,10:15:00,135,60,8,0.0,37.5,122.9,0.0,Weather
326,Liverpool Lime Street,London Euston,2024-04-12,09:30:00,11:45:00,135,20,1,100.0,0.0,118.0,100.0,Traffic
327,Liverpool Lime Street,London Euston,2024-04-12,15:30:00,17:45:00,135,8,1,0.0,100.0,76.0,100.0,Staffing
328,Liverpool Lime Street,London Euston,2024-04-13,08:00:00,10:15:00,135,39,4,0.0,25.0,103.8,0.0,Weather
329,Liverpool Lime Street,London Euston,2024-04-13,17:30:00,19:45:00,135,15,1,0.0,100.0,50.0,100.0,Technical Issue
330,Liverpool Lime Street,London Euston,2024-04-14,08:00:00,10:15:00,135,10,6,16.7,66.7,95.3,0.0,Weather
331,Liverpool Lime Street,London Euston,2024-04-15,09:30:00,11:45:00,135,18,1,0.0,0.0,76.0,100.0,Traffic
332,Liverpool Lime Street,London Euston,2024-04-15,17:30:00,19:45:00,135,9,1,0.0,0.0,101.0,100.0,Technical Issue
333,Liverpool Lime Street,London Euston,2024-04-17,08:00:00,10:15:00,135,48,10,10.0,30.0,132.7,0.0,Signal failure
334,Liverpool Lime Street,London Euston,2024-04-17,17:30:00,19:45:00,135,16,3,0.0,100.0,50.0,100.0,Technical Issue
335,Liverpool Lime Street,London Euston,2024-04-18,08:00:00,10:15:00,135,30,8,0.0,12.5,141.6,0.0,Weather
336,Liverpool Lime Street,London Euston,2024-04-18,17:30:00,19:45:00,135,1,1,100.0,0.0,157.0,100.0,Technical Issue
337,Liverpool Lime Street,London Euston,2024-04-19,08:00:00,10:15:00,135,58,7,14.3,71.4,103.4,0.0,Weather
338,Liverpool Lime Street,London Euston,2024-04-19,15:30:00,17:45:00,135,19,1,0.0,100.0,76.0,100.0,Staffing
339,Liverpool Lime Street,London Euston,2024-04-19,17:30:00,19:45:00,135,18,2,0.0,50.0,75.5,100.0,Technical Issue
340,Liverpool Lime Street,London Euston,2024-04-20,09:30:00,11:45:00,135,3,1,0.0,0.0,76.0,100.0,Traffic
341,Liverpool Lime Street,London Euston,2024-04-21,17:30:00,19:45:00,135,15,1,0.0,0.0,76.0,100.0,Technical Issue
342,Liverpool Lime Street,London Euston,2024-04-22,09:30:00,11:45:00,135,29,1,0.0,100.0,50.0,100.0,Traffic
343,Liverpool Lime Street,London Euston,2024-04-23,08:00:00,10:15:00,135,52,8,25.0,75.0,105.2,0.0,Weather
344,Liverpool Lime Street,London Euston,2024-04-24,08:00:00,10:15:00,135,55,10,0.0,50.0,113.5,0.0,Weather
345,Liverpool Lime Street,London Euston,2024-04-24,09:30:00,11:45:00,135,17,1,0.0,0.0,76.0,100.0,Traffic
346,Liverpool Lime Street,London Euston,2024-04-25,08:00:00,10:15:00,135,48,2,0.0,0.0,151.0,0.0,Weather
347,Liverpool Lime Street,London Euston,2024-04-25,17:30:00,19:45:00,135,3,1,0.0,0.0,101.0,100.0,Technical Issue
348,Liverpool Lime Street,London Euston,2024-04-26,08:00:00,10:15:00,135,33,5,20.0,20.0,152.8,0.0,Weather
349,Liverpool Lime Street,London Euston,2024-04-26,17:30:00,19:45:00,135,7,2,0.0,100.0,50.0,50.0,Technical Issue
350,Liverpool Lime Street,London Euston,2024-04-27,09:30:00,11:45:00,135,9,1,0.0,100.0,50.0,100.0,Traffic
351,Liverpool Lime Street,London Euston,2024-04-27,17:30:00,19:45:00,135,20,2,50.0,0.0,97.0,100.0,Technical Issue
352,Liverpool Lime Street,London Euston,2024-04-28,08:00:00,10:15:00,135,43,9,11.1,11.1,115.9,0.0,Weather
353,Liverpool Lime Street,London Euston,2024-04-28,17:30:00,19:45:00,135,23,3,0.0,33.3,67.3,66.7,Technical Issue
354,Liverpool Lime Street,London Euston,2024-04-29,09:30:00,11:45:00,135,6,1,0.0,100.0,50.0,100.0,Traffic
355,Liverpool Lime Street,London Euston,2024-04-29,15:30:00,17:45:00,135,1,1,0.0,0.0,113.0,100.0,Staffing
356,Liverpool Lime Street,London Euston,2024-04-30,08:00:00,10:15:00,135,49,2,0.0,50.0,113.5,0.0,Weather
357,Liverpool Lime Street,London Euston,2024-04-30,17:30:00,19:45:00,135,28,1,0.0,0.0,101.0,100.0,Technical Issue
358,Liverpool Lime Street,London Paddington,2024-01-09,03:00:00,05:30:00,150,53,1,0.0,100.0,51.0,100.0,Staff Shortage
359,Liverpool Lime Street,London Paddington,2024-01-17,03:00:00,05:30:00,150,39,1,0.0,100.0,51.0,100.0,Staff Shortage
360,Liverpool Lime Street,London Paddington,2024-01-24,03:00:00,05:30:00,150,17,1,0.0,100.0,51.0,100.0,Staff Shortage
361,Liverpool Lime Street,London Paddington,2024-02-07,03:00:00,05:30:00,150,41,1,0.0,0.0,77.0,100.0,Staff Shortage
362,Liverpool Lime Street,London Paddington,2024-02-20,03:00:00,05:30:00,150,26,1,0.0,100.0,51.0,100.0,Staff Shortage
363,Liverpool Lime Street,London Paddington,2024-02-23,03:00:00,05:30:00,150,37,1,0.0,0.0,77.0,100.0,Staff Shortage
364,Liverpool Lime Street,London Paddington,2024-03-20,03:00:00,05:30:00,150,17,1,0.0,0.0,77.0,100.0,Staff Shortage
365,Liverpool Lime Street,London Paddington,2024-03-21,03:00:00,05:30:00,150,20,1,0.0,100.0,51.0,100.0,Staff Shortage
366,Liverpool Lime Street,London Paddington,2024-03-30,03:00:00,05:30:00,150,34,1,0.0,0.0,77.0,100.0,Staff Shortage
367,Liverpool Lime Street,London Paddington,2024-04-14,03:00:00,05:30:00,150,48,1,0.0,0.0,77.0,100.0,Staff Shortage
368,Liverpool Lime Street,London Paddington,2024-04-21,03:00:00,05:30:00,150,53,1,0.0,0.0,77.0,100.0,Staff Shortage
369,Liverpool Lime Street,London Paddington,2024-04-24,03:00:00,05:30:00,150,57,2,0.0,0.0,77.0,100.0,Staff Shortage
370,Liverpool Lime Street,Manchester Piccadilly,2024-01-02,11:15:00,11:45:00,30,32,1,0.0,0.0,3.0,100.0,Technical Issue
371,Liverpool Lime Street,Manchester Piccadilly,2024-01-03,11:15:00,11:45:00,30,27,1,0.0,0.0,3.0,100.0,Technical Issue
372,Liverpool Lime Street,Manchester Piccadilly,2024-01-04,05:45:00,06:15:00,30,24,2,0.0,50.0,2.5,0.0,Signal Failure
373,Liverpool Lime Street,Manchester Piccadilly,2024-01-07,11:15:00,11:45:00,30,9,2,0.0,0.0,3.0,50.0,Technical Issue
374,Liverpool Lime Street,Manchester Piccadilly,2024-01-10,11:15:00,11:45:00,30,39,3,0.0,33.3,2.7,100.0,Technical Issue
375,Liverpool Lime Street,Manchester Piccadilly,2024-01-13,11:15:00,11:45:00,30,44,1,0.0,0.0,3.0,100.0,Technical Issue
376,Liverpool Lime Street,Manchester Piccadilly,2024-01-15,11:15:00,11:45:00,30,35,1,0.0,100.0,2.0,100.0,Technical Issue
377,Liverpool Lime Street,Manchester Piccadilly,2024-01-16,05:45:00,06:15:00,30,27,3,66.7,100.0,5.3,0.0,Signal Failure
378,Liverpool Lime Street,Manchester Piccadilly,2024-01-17,05:45:00,06:15:00,30,14,1,0.0,100.0,2.0,0.0,Signal Failure
379,Liverpool Lime Street,Manchester Piccadilly,2024-01-17,11:15:00,11:45:00,30,9,2,50.0,0.0,6.5,50.0,Technical Issue
380,Liverpool Lime Street,Manchester Piccadilly,2024-01-18,11:15:00,11:45:00,30,1,2,50.0,0.0,6.5,50.0,Technical Issue
381,Liverpool Lime Street,Manchester Piccadilly,2024-01-20,11:15:00,11:45:00,30,31,3,33.3,66.7,4.0,100.0,Technical Issue
382,Liverpool Lime Street,Manchester Piccadilly,2024-01-23,11:15:00,11:45:00,30,1,1,0.0,100.0,2.0,100.0,Technical Issue
383,Liverpool Lime Street,Manchester Piccadilly,2024-01-24,05:45:00,06:15:00,30,4,2,0.0,50.0,2.5,0.0,Signal Failure
384,Liverpool Lime Street,Manchester Piccadilly,2024-01-24,11:15:00,11:45:00,30,25,1,0.0,0.0,3.0,100.0,Technical Issue
385,Liverpool Lime Street,Manchester Piccadilly,2024-01-28,11:15:00,11:45:00,30,34,2,50.0,50.0,5.0,50.0,Technical Issue
386,Liverpool Lime Street,Manchester Piccadilly,2024-01-30,11:15:00,11:45:00,30,4,1,0.0,100.0,2.0,100.0,Technical Issue
387,Liverpool Lime Street,Manchester Piccadilly,2024-01-31,05:45:00,06:15:00,30,34,1,0.0,0.0,3.0,0.0,Signal Failure
388,Liverpool Lime Street,Manchester Piccadilly,2024-02-02,05:45:00,06:15:00,30,13,1,0.0,100.0,2.0,0.0,Signal Failure
389,Liverpool Lime Street,Manchester Piccadilly,2024-02-06,11:15:00,11:45:00,30,12,1,0.0,0.0,3.0,100.0,Technical Issue
390,Liverpool Lime Street,Manchester Piccadilly,2024-02-08,11:15:00,11:45:00,30,34,4,0.0,50.0,2.5,50.0,Technical Issue
391,Liverpool Lime Street,Manchester Piccadilly,2024-02-10,05:45:00,06:15:00,30,26,2,0.0,50.0,2.5,0.0,Signal Failure
392,Liverpool Lime Street,Manchester Piccadilly,2024-02-11,11:15:00,11:45:00,30,1,2,50.0,50.0,5.0,50.0,Technical Issue
393,Liverpool Lime Street,Manchester Piccadilly,2024-02-12,11:15:00,11:45:00,30,11,1,0.0,100.0,2.0,100.0,Technical Issue
394,Liverpool Lime Street,Manchester Piccadilly,2024-02-13,11:15:00,11:45:00,30,5,1,0.0,100.0,2.0,100.0,Technical Issue
395,Liverpool Lime Street,Manchester Piccadilly,2024-02-19,11:15:00,11:45:00,30,7,1,0.0,100.0,2.0,100.0,Technical Issue
396,Liverpool Lime Street,Manchester Piccadilly,2024-02-20,05:45:00,06:15:00,30,30,2,50.0,100.0,4.5,0.0,Signal Failure
397,Liverpool Lime Street,Manchester Piccadilly,2024-02-20,11:15:00,11:45:00,30,39,3,33.3,100.0,3.7,33.3,Technical Issue
398,Liverpool Lime Street,Manchester Piccadilly,2024-02-21,11:15:00,11:45:00,30,6,3,0.0,33.3,2.7,33.3,Technical Issue
399,Liverpool Lime Street,Manchester Piccadilly,2024-02-24,11:15:00,11:45:00,30,10,4,0.0,100.0,2.0,25.0,Technical Issue
400,Liverpool Lime Street,Manchester Piccadilly,2024-02-25,11:15:00,11:45:00,30,31,1,0.0,100.0,2.0,100.0,Technical Issue
401,Liverpool Lime Street,Manchester Piccadilly,2024-03-02,11:15:00,11:45:00,30,34,1,0.0,0.0,3.0,100.0,Technical Issue
402,Liverpool Lime Street,Manchester Piccadilly,2024-03-03,11:15:00,11:45:00,30,21,2,50.0,0.0,6.5,50.0,Technical Issue
403,Liverpool Lime Street,Manchester Piccadilly,2024-03-04,11:15:00,11:45:00,30,14,1,0.0,100.0,2.0,100.0,Technical Issue
404,Liverpool Lime Street,Manchester Piccadilly,2024-03-05,05:45:00,06:15:00,30,14,1,0.0,100.0,2.0,0.0,Signal Failure
405,Liverpool Lime Street,Manchester Piccadilly,2024-03-05,11:15:00,11:45:00,30,29,2,0.0,100.0,2.0,100.0,Technical Issue
406,Liverpool Lime Street,Manchester Piccadilly,2024-03-07,11:15:00,11:45:00,30,3,1,0.0,0.0,3.0,100.0,Technical Issue
407,Liverpool Lime Street,Manchester Piccadilly,2024-03-15,11:15:00,11:45:00,30,27,2,50.0,50.0,6.0,50.0,Technical Issue
408,Liverpool Lime Street,Manchester Piccadilly,2024-03-16,05:45:00,06:15:00,30,31,1,0.0,100.0,2.0,0.0,Signal Failure
409,Liverpool Lime Street,Manchester Piccadilly,2024-03-16,11:15:00,11:45:00,30,4,1,0.0,100.0,2.0,100.0,Technical Issue
410,Liverpool Lime Street,Manchester Piccadilly,2024-03-17,11:15:00,11:45:00,30,7,2,0.0,50.0,2.5,50.0,Technical Issue
411,Liverpool Lime Street,Manchester Piccadilly,2024-03-18,11:15:00,11:45:00,30,35,2,50.0,100.0,4.5,100.0,Technical Issue
412,Liverpool Lime Street,Manchester Piccadilly,2024-03-21,11:15:00,11:45:00,30,36,2,0.0,50.0,2.5,100.0,Technical Issue
413,Liverpool Lime Street,Manchester Piccadilly,2024-03-22,05:45:00,06:15:00,30,18,1,0.0,100.0,2.0,0.0,Signal Failure
414,Liverpool Lime Street,Manchester Piccadilly,2024-03-22,11:15:00,11:45:00,30,9,2,0.0,100.0,2.0,50.0,Technical Issue
415,Liverpool Lime Street,Manchester Piccadilly,2024-03-23,11:15:00,11:45:00,30,9,1,100.0,0.0,10.0,100.0,Technical Issue
416,Liverpool Lime Street,Manchester Piccadilly,2024-03-24,11:15:00,11:45:00,30,22,1,0.0,0.0,3.0,100.0,Technical Issue
417,Liverpool Lime Street,Manchester Piccadilly,2024-03-30,05:45:00,06:15:00,30,18,1,0.0,0.0,3.0,0.0,Signal Failure
